번호,외래어,원어,순화어
11481,탈구,脫臼,"어긋남, 전위, 이탈"
11480,탁엽,托葉,턱잎
11479,탁도,濁度,혼탁도
11478,탁견,卓見,뛰어난 의견
11477,타화수정,他花受精,다른 꽃정받이
11476,타행 운전,惰行運轉,"무동력 운전, 관성 운전"
11475,타피스리,tapisserie(프),"직조 벽걸이, 태피스트리"
11474,타투이스트,tattooist(영),문신사
11473,타테,たて(일),세로
11472,타치,タッチ(일)←touch(영),"접촉, 자국, 터치"
11471,타절,打切,운행 중단
11470,타입 캐릭터,type character(영),유형적 인물
11469,타입,打翔,때려박기
11468,타임콘스턴트,TimeConstant,"시정수(時定數), 시간정수"
11467,타임머신,time machine(영),초시간 여행선
11466,타임리 히트,timely hit(영),적시안타
11465,타임리 에러,timely error(영),결정적 실수
11464,타임 인,time in(영),"시작, 경기 시작"
11463,타임 워크,time work(영),"짜임새, 편 짜임새"
11462,타임 오프,time off(영),"끝, 경기끝"
11461,타임 아웃,time out(영),작전 시간
11460,타임 슬립,time slip(영),시간 여행
11459,타임 서비스,time service(영),반짝할인
11458,타임 레이스,time race(영),기록 경기
11457,타임,time(영),"시간, 때"
11456,타이틀리스트,titlist(영),"선수권자, 타이틀 보유자"
11455,타이틀 매치,title match(영),선수권전
11454,타이틀 롤,title role(영),"주역, 주연"
11453,타이트하다,tight(영)--,"빠듯하다, 팽팽하다, 밀도있다"
11452,타이트 맨투맨,tight man to man(영),"밀착 방어, 대인 밀착 방어"
11451,타이밍,timing(영),"때, 때 맞추기, 시간 조절"
11450,타이 브레이크,tie break(영),동점 끝내기
11449,타의 (…을) 겸하는,他- (…을) -,다른 (...)과 같이 하는
11448,타운홀 미팅,town hall meeting(영),주민 회의
11447,타운,town(영),구역
11446,타블로,tableau(프),① 그림 ② 마무리 광칠
11445,타부,タブ(일)←taboo(영),"금기, 터부"
11444,타박상,打撲傷,"멍, 타박상"
11443,타깃,target(영),"과녁, 표적, 목표"
11442,"타가 수분, 타화 수분","他家受粉, 他花受粉",딴꽃가루받이
11441,타가 노동,他家勞動,품팔이
11440,킬러,killer(영),①천적 ②살인청부업자 ③살인광
11439,킥 턴,kick turn(영),차올려 돌기
11438,"킥 오프, 킥오프",kick off(영),먼저 차기
11437,킥 앤드 러시,kick and rush(영),차고 달리기
11436,킥,kick(영),"차기, 차기 반칙, 튀기"
11435,키핑,keeping(영),공 지키기
11434,키트,kit(영),꾸러미
11433,"키킹, 키킹파울",kickingfoul(영),"발 반칙, 발 닿기반칙"
11432,키커,kicker(영),차는 선수
11431,키친 타월,kitchen towel(영),종이 행주
11430,키즈존,Kids zone(영),어린이 공간
11429,키워드(키 워드),key word(영),핵심어
11428,키오스크,kiosk(영),"①무인 안내기, 무인 단말기 ②간이 판매대, 간이 매장"
11427,키맨,key man(영),중추인물
11426,키도,きと(일),휘도(輝度)
11425,키 패드,key pad(영),① 자판 ② 숫자판
11424,키,key(영),글쇠
11423,클린치,clinch(영),엉킴
11422,클린존,clean zone(영),"선도 지역, 선도 대상 지역"
11421,클린업 타임,cleanup time(영),청소 시간
11420,클린신고센터,clean申告center(영),청백리 지킴이방
11419,클린스티치심,clean-stitched seam(영),"끝단박기, 가름솔접어박기"
11418,클린도,Clean(영)度,청정도(淸淨度)
11417,클린 히트,clean hit(영),정통 치기
11416,클린 에너지,clean energy(영),청정에너지
11415,클린 업 트리오,clean up trio(영),중심 타선
11414,클린 슛,clean shoot(영),깨끗한 슛
11413,클린 센터,clean center(영),청백리마당
11412,클린 샷,clean shot(영),공만 치기
11411,클리퍼,clipper(영),제거기(除去器)
11410,클리크,cleek(영),5번 나무채
11409,클리어링,clearing(영),걷어내기
11408,클리어런스 세일,clearance sale(영),"재고 할인, 재고 할인 판매"
11407,클리닝 타임,cleaning time(영),정리 시간
11406,클로징멘트,←closing announcement(영),맺음말
11405,클로즈업,close-up(영),시선 집중
11404,클로즈드 스탠스,closed stance(영),닫힌 발 자세
11403,클로즈 파이트,close fight(영),접근전
11402,클로즈 게임,colse game(영),팽팽한 경기
11401,클로스마커,closed marker(영),부분본그리기
11400,클로버,clover(영),토끼풀
11399,클렌징크림,cleansing cream(영),세안 크림
11398,"클레이, 클레이피전",claypigeon(영),접시 표적
11397,클레이 코트,clay court(영),흙 코트
11396,클레이 슈팅,clay shooting(영),접시 표적 사격
11395,클럽 헤드,club head(영),채머리
11394,클럽 하우스,club house(영),골프장 본관
11393,클럽 페이스,club face(영),타면
11392,클럽 렝스,club length(영),채 길이
11391,클럽,club(영),골프채
11390,클러치 히터,clutch hitter(영),적시 타자
11389,클램프,clamp(영),"죔틀, 조임틀"
11388,클래식,classic(영),"고전적인, 고풍의"
11387,클래시컬하다,classical(영)--,고전적(古典的)이다
11386,클래시시즘,classicism(영),고전주의
11385,클래스,class(영),"①급, 등급 ②부류 ③반(班)"
11384,클라우드 서비스,Cloud Service(영),인터넷 기반 정보 통신( IT) 자원 통합·공유 서비스
11383,크리에이티브,creative(영),"창조적, 독창적"
11382,크리에이터,creator(영),"1. 광고창작자 2. 창작자, 제작자"
11381,크리스털컵,crystal cup(영),수정잔
11380,크리스마스 트리,Christmas tree(영),성탄절 나무
11379,크루즈 관광,cruise(영) 觀光,순항(巡航) 관광
11378,크로핑,cropping(영),"털태우기, 잔털태우기"
11377,크로키북,croquis(프) book(영),속사화첩
11376,크로키,croquis(프),속사화
11375,크로스핸드 그립,crosshand grip(영),바꿔쥐기
11374,크로스핏,cross-fit(영),고강도 복합 운동
11373,"크로스킥, 크로스 킥",cross kick(영),가로질러 차기
11372,크로스바,crossbar(영),가름새
11371,크로스릴링,cross reeling(영),공감기
11370,크로스 풋 스핀스,cross foot spins(영),엇갈아 회전하기
11369,크로스 패스,cross pass(영),대각선 주기
11368,크로스 파이어,cross fire(영),대각선 투구
11367,크로스 컨트리 레이스,cross country race(영),산악 경기
11366,크로스 오버,cross over(영),중심 교차
11365,크로스 스파이크,cross spike(영),"대각 강타, 대각선 강타"
11364,크로스 벙커,cross bunker(영),가로지른 벙커
11363,크로스 라이선스,cross license(영),"특허 교환, 특허 교환권"
11362,크로스,cross(영),이동
11361,크로셰,crochet(프),코바늘뜨기
11360,크로버방호회로,Crowbar(영)防護回路,가로보호회로(--保護回路)
11359,크레이프 밴드,crepe band(영),주름띠
11358,크레이들,cradle(영),다목적꽂이
11357,크레디트 타이틀,credit title(영),"소개자막, 영화소개자막"
11356,크레디트 라인,credit line(영),신용 한도
11355,크러셔,crusher(영),쇄석기
11354,크러드,crud(영),부실 설면
11353,크래프트 맥주,craft(영) 麥酒,수제 맥주
11352,크래시 헬멧,crash helmet(영),안전모
11351,크락숀,クラクソン(일)←klaxon(영),"경적, 클랙슨"
11350,크라이시스,crisis(영),위기
11349,크라우치 다운,crouch down(영),웅크려타기
11348,크라우드펀딩,crowd funding(영),대중투자
11347,큐비즘,cubism(영),"입체파, 입체주의"
11346,큐레이터,curator(영),전시 기획자
11345,큐레이션 서비스,curation service(영),"추천 서비스, 정보 추천 서비스"
11344,퀼로트,culotte(영),경기용 반바지
11343,퀵 플레이,quick play(영),속공
11342,퀵 스파이크,quick spike(영),속공
11341,퀘어리,query(영),"질문, 조회"
11340,퀄리티 스타트,quality start(영),선발쾌투
11339,퀄러파잉 오브 라운드,qualifying of round(영),선발전
11338,퀄러티,quality(영),음질
11337,퀀타이즈,quantize(영),양자화
11336,쿼터제,quota(영)制,"할당제, 의무 할당제, 의무 배당제"
11335,쿼터 파이널,quarter final(영),준준결승
11334,쿼터 스윙,quarter swing(영),반의반 휘두르기
11333,쿼터,quater(영),앞반 자세
11332,쿡톱,cook top(영),가열대
11331,쿡,cook(영),"숙수, 조리사"
11330,쿠킹센스,cooking sense(영),요리 감각
11329,쿠키커터,cookie-cutter(영),① 판박이 ② 과자틀
11328,쿠키,cookie(영),과자
11327,쿠션,クッション(일)←cushion(영),"허리받이, 완충 작용"
11326,쿠르베트,courbette(영),뒷다리서기
11325,쿠(루)베,Cube(영),세제곱미터
11324,콩쿠르,competition(영),경연대회
11323,콤플리케이션,complication(영),① 꼬임 ② 복잡화
11322,콤플렉스 플롯,complex plot(영),복합 구성
11321,콤퍼지션,composition(영),구성
11320,콤팩트 스윙,compact swing(영),간결한 휘두르기
11319,콤팩트,compact(영),"압축, 간편"
11318,콤파운드,compound(영),감탕
11317,콤비플레이,combination play(영),호흡맞추기
11316,"콤비네이션, 콤비네이션 플레이",combinationplay(영),여럿이 주고받기
11315,콤비네이션 컴퍼니,combination company(영),완비 순회 극단
11314,콤비네이션 옵스터클,combination obstacle(영),복합 장애물
11313,콤비네이션 사인,combination sign(영),"혼합 신호, 혼합 사인"
11312,콤비네이션,combination(영),"호흡, 호흡맞추기"
11311,콤바인페인팅,combine painting(영),복합 그림
11310,콤마 벤드,comma bend(영),외경(外徑)자세
11309,콤,comb(영),바디빗
11308,콜센터,call-center(영),전화 상담실
11307,콜백 서비스,call back service(영),"회신서비스, 전화 회신 서비스"
11306,콜링 카드,calling card(영),전화 카드
11305,콜라주,collage(프),붙이기
11304,콜드크림,cold cream(영),기름 크림
11303,콜 서비스,call service(영),① 호출 지원 ② 호출 서비스
11302,콜,call(영),접시 방출 신호
11301,콘피댄트,confidant(영),신인(信人)
11300,콘퍼런스 콜,conference call(영),전화 회의
11299,콘티,continuity(영),촬영 대본
11298,콘트라스트,contrast(영),대비
11297,콘투어 커튼,contour curtain(영),부채막
11296,콘텍스트,context(영),문맥
11295,콘시어지,concierge(영),"총괄 안내, 총괄 안내인"
11294,콘솔 박스,console box(영),정리함
11293,콘서트 고어,concert goer(영),연주회 애호가
11292,콘서트,concert(영),연주회
11291,콘사이스,concise(영),"사전, 작은 사전"
11290,콘덕터,conductor(영),지휘자
11289,콘 스노,corn snow(영),싸락눈
11288,콘,cone(영),① 원뿔 타래 ② 잼추
11287,코팅,coating(영),투명씌움
11286,코트 매너,court manner(영),경기 예의
11285,코킹,cocking(영),손목꺾기
11284,코쿤하우스,cocoonhouse(영),초소형 주택
11283,코쿤피스,cocoonfice(영),초소형 사무실
11282,코칭 스태프,coaching staff(영),코치진
11281,코치 박스,coach's box(영),코치석
11280,코즈모폴리턴,cosmopolitan(영),세계주의자
11279,코일링기법,coiling(영)技法,감기
11278,코일링,coiling(영),말아쌓기
11277,코어,core(영),알맹이
11276,코스프레,コスプレ(일)(←costume play(영)),분장놀이
11275,코스튬플레이,costume play(영),① 의상 연출 ② 의상 연기
11274,코스 인스펙션,course inspection(영),활주로 점검
11273,코스 마커,course marker(영),활주로 표지
11272,코스 레코드,course record(영),코스 최저타
11271,코스 레이트,course rate(영),"골프장 난이도, 코스 난이도"
11270,코스 디자이너,course designer(영),경로 설계자
11269,코스,course(영),"경로, 골프장"
11268,코믹터치,comic touch(영),"익살풍, 희극적 기법"
11267,코믹 오페라,comic opera(영),희가극
11266,코미디언,comedian(영),희극인
11265,코미디 오브 캐릭터,comedy of character(영),성격 희극
11264,코미디 오브 인트리그,comedy of intrigue(영),음모 희극
11263,코미디 오브 유머스,comedy of humours(영),기질(氣質) 희극
11262,코미디 오브 위트,comedy of wit(영),재치(才致) 희극
11261,코미디 오브 아이디어스,comedy of ideas(영),관념 희극
11260,코미디 오브 시추에이션,comedy of situation(영),상황 희극
11259,코미디 오브 매너스,comedy of manners(영),풍습 희극
11258,코미디,comedy(영),"희극, 코미디"
11257,코멘테이터,commentator(영),해설자
11256,코리더,corridor(영),깃발 통로
11255,코러스,chorus(영),합창
11254,코드 쉐어,Code share(영),공동 편명
11253,코다,code(이),종결부
11252,"코너플래그, 코너 플래그",corner flag(영),구석 깃대
11251,"코너킥, 코너 킥",corner kick(영),구석차기
11250,코너 히트,corner hit(영),구석치기
11249,코너 워크,corner work(영),회전 기술
11248,코너 아웃,corner out(영),구석 넘음
11247,코너 볼,corner ball(영),모서리공
11246,코너,corner(영),꼭지
11245,케인,cane(영),"명주날, 명주날실"
11244,케이터링,catering(영),출장밥상
11243,케이크 홀,cake hall(영),"빵집, 과자점"
11242,케이블 티브이,cable TV(영),유선 티브이
11241,케이블 텔레비전,cable television(영),유선 텔레비전
11240,케이디(KD),knock-down(영),현지 조립
11239,케어 플랜,Care plan(영),"간호 복지 계획, 복지 계획"
11238,컷오프,cutoff(영),탈락
11237,컷,cut(영),① 장면 ② 삽화
11236,컵 홀더,cup holder(영),컵걸이
11235,컴필레이션,compilation(영),선집
11234,컴플라이언스,compliance(영),유연성(柔軟性)
11233,컴프시에어지,compcierge(영),컴 도우미
11232,컴퓨터 시뮬레이션,computer simulation(영),전산 모의실험
11231,컴페티션 스키,competition ski(영),경주용 스키
11230,컴백하다,comeback(영)--,① 돌아오다 ② 복귀하다
11229,컬트,cult(영),소수취향
11228,컬렉션01,collection(영),수집
11227,컬러푸드,color food(영),색깔먹거리/색깔식품
11226,컬러패스트,colorfast(영),바래지 않는
11225,컬러악센트,color accent(영),색채 효과
11224,컬러센스,color sense(영),색채 반응
11223,컬러볼,color ball(영),색깔공
11222,컬러매치,color match(영),색 배합
11221,컬러링,coloring(영),"(손발톱, 머리카락 등에 혹은 미술에서) 색을 입히다, 색칠하다, 색을 칠하다"
11220,컬러리스트,colorist(영),색채 전문가
11219,컬러 헤어,color hair(영),염색 머리
11218,컬러 필터,color filter(영),착색 필터
11217,컬러 바,color bar(영),화면
11216,컨플릭트,conflict(영),갈등
11215,컨틴전시 프로그램,contingency program(영),비상 대책
11214,컨티넨탈 챔피언십,continental championship(영),대륙 간 선수권 대회
11213,컨티넨탈 그립,continental grip(영),대륙형 중간 잡기
11212,컨트리풍,country(영)-風,"시골풍, 전원풍"
11211,컨트리 클럽 멤버십 코스,country club membership course(영),회원제 골프장
11210,컨트리 클럽,country club(영),골프장
11209,컨트롤하다,control(영)--,①조절하다 ②통제하다
11208,컨트롤 포스트,control post(영),통제 관문
11207,"컨트롤 타워, 콘트롤 타워*",control tower(영),"통제탑, 지휘 본부, 사령탑"
